text	entities
officials	O
say	O
on	O
Saturday	DAY
U.S.	COUNTRY
soldiers	ARMY
killed	ATTACKS
three	QUANTITY
gunmen	O
who	O
fired	ATTACKS
on	O
a	O
patrol	O
in	O
the	O
northern	O
town	O
of	O
Baiji	O
.	O
""""	O
In	O
northern	O
Iraq	COUNTRY
,	O
police	ARMY
say	O
the	O
bodies	O
of	O
an	O
elderly	O
tribal	QUANTITY
leader	O
,	O
Ibrahim	COUNTRY
Ali	COUNTRY
al	ORGANISATION
-	O
Nuimei	COUNTRY
,	O
and	O
his	O
son	O
were	O
found	ATTACKS
near	O
the	O
town	O
of	O
Kirkuk	ORGANISATION
.	O
""""	O
""""	O
In	O
a	O
separate	O
development	O
,	O
the	O
trial	O
of	O
ousted	O
leader	O
Saddam	O
Hussein	O
is	O
scheduled	O
to	O
resume	O
Tuesday	DAY
with	O
a	O
new	O
presiding	O
judge	O
,	O
and	O
a	O
Western	O
diplomat	O
says	O
members	PERSON
of	O
the	O
former	O
Baathist	O
regime	O
may	O
testify	O
.	O
""""	O
""""	O
The	O
United	COUNTRY
States	O
Government	O
,	O
Wednesday	DAY
[	O
May	LOCATION
14	O
]	O
officially	O
added	ATTACKS
polar	O
bears	O
to	O
the	O
list	O
of	O
threatened	O
animals	O
under	O
the	O
Endangered	O
Species	O
Act	O
.	O
""""	O
Bush	O
administration	O
scientists	PERSON
decided	O
the	O
species	O
is	O
at	O
risk	O
of	O
becoming	O
endangered	O
.	O
""""	O
Officials	O
cited	O
warming	O
trends	O
and	O
loss	O
of	O
sea	O
ice	O
as	O
threatening	O
the	O
bears	O
,	O
opening	O
a	O
debate	O
over	O
whether	O
to	O
regulate	O
greenhouse	O
gases	O
to	O
protect	O
the	O
bear	O
and	O
its	O
habitat	PERSON
.	O
""""	O
Paul	O
Sisco	O
reports	O
.	O
Iranian	COUNTRY
media	O
report	O
that	O
inspectors	O
from	O
the	O
U.N.	ORGANISATION
International	O
Atomic	O
Energy	COMPOUND
Agency	O
will	O
travel	O
to	O
Iran	COUNTRY
early	O
next	O
month	O
.	O
News	O
reports	O
Saturday	DAY
quote	O
an	O
unnamed	O
Iranian	COUNTRY
official	O
as	O
saying	O
a	O
delegation	O
will	O
visit	ARMY
on	O
August	ORGANISATION
6	O
to	O
discuss	O
technical	O
issues	O
and	O
regulations	O
.	O
""""	O
Separately	LOCATION
,	O
the	O
United	COUNTRY
Nations	O
'	O
nuclear	COMPOUND
agency	O
is	O
set	O
to	O
inspect	O
Iran	COUNTRY
's	O
heavy	O
water	O
nuclear	COMPOUND
reactor	O
in	O
a	O
matter	O
of	O
days	O
.	O
""""	O
That	O
reactor	O
is	O
under	O
construction	O
in	O
the	O
industrial	O
city	O
of	O
Arak	COUNTRY
.	O
It	O
will	O
produce	O
plutonium	ORGANISATION
once	O
it	O
is	O
completed	O
.	O
Enriched	O
plutonium	ORGANISATION
and	O
uranium	COMPOUND
can	O
be	O
used	O
to	O
build	O
nuclear	COMPOUND
weapons	O
.	O
The	O
U.N.	ORGANISATION
Security	COMPOUND
Council	O
has	O
imposed	O
two	QUANTITY
sets	O
of	O
sanctions	O
on	O
Iran	COUNTRY
because	O
of	O
its	O
refusal	O
to	O
suspend	O
uranium	COMPOUND
enrichment	O
.	O
""""	O
The	O
United	COUNTRY
States	O
and	O
its	O
Western	O
allies	O
accuse	O
Iran	COUNTRY
of	O
trying	O
to	O
develop	O
nuclear	COMPOUND
weapons	O
,	O
but	O
Iran	COUNTRY
says	O
its	O
atomic	O
program	O
is	O
for	O
peaceful	O
purposes	O
.	O
""""	O
""""	O
Insurgents	O
have	O
launched	O
two	QUANTITY
deadly	O
attacks	ATTACKS
against	O
Shi'ites	O
in	O
Iraq	COUNTRY
,	O
just	O
hours	O
after	O
U.S.	COUNTRY
Secretary	LOCATION
of	O
Defense	O
Donald	O
Rumsfeld	O
paid	O
a	O
surprise	O
visit	ARMY
to	O
American	COUNTRY
troops	ARMY
in	O
the	O
country	O
.	O
""""	O
""""	O
In	O
the	O
first	O
attack	O
,	O
gunmen	O
entered	O
a	O
bakery	O
in	O
a	O
mainly	O
Shi'ite	O
neighborhood	O
in	O
Baghdad	LOCATION
,	O
killing	O
at	O
least	O
nine	QUANTITY
people	O
.	O
""""	O
""""	O
A	O
short	O
time	O
later	O
,	O
a	O
car	O
bomb	COMPOUND
exploded	O
outside	O
a	O
Shi'ite	O
mosque	ATTACKS
in	O
the	O
town	O
of	O
Balad	O
Ruz	O
,	O
northeast	O
of	O
Baghdad	LOCATION
.	O
""""	O
Abu	O
Musab	LOCATION
al	ORGANISATION
-	O
Zarqawi	O
's	O
group	O
claimed	O
responsibility	O
for	O
that	O
blast	O
that	O
killed	ATTACKS
13	O
and	O
injured	O
23	QUANTITY
others	QUANTITY
.	O
An	O
American	COUNTRY
soldier	ARMY
was	O
also	O
killed	ATTACKS
when	O
a	O
bomb	COMPOUND
exploded	O
in	O
western	O
Baghdad	LOCATION
.	O
The	O
violence	O
came	O
as	O
Mr.	LOCATION
Rumsfeld	O
visited	O
U.S.	COUNTRY
troops	ARMY
in	O
Mosul	LOCATION
and	O
Baghdad	LOCATION
.	O
""""	O
He	O
also	O
observed	O
Iraqi	COUNTRY
police	ARMY
and	O
special	O
forces	ARMY
perform	O
training	O
exercises	O
,	O
before	O
he	O
met	O
with	O
Iraqi	COUNTRY
interim	O
Prime	O
Minister	LOCATION
Iyad	COUNTRY
Allawi	ORGANISATION
.	O
""""	O
Nigerian	COUNTRY
authorities	O
say	O
kidnappers	O
have	O
released	O
a	O
Polish	O
oil	COMPOUND
worker	O
seized	O
last	O
week	O
in	O
the	O
country	O
's	O
restive	O
Niger	O
Delta	LOCATION
region	LOCATION
.	O
The	O
officials	O
say	O
the	O
Polish	O
national	O
was	O
released	O
late	O
Sunday	DAY
.	O
He	O
was	O
seized	O
Thursday	DAY
by	O
six	QUANTITY
gunmen	O
near	O
the	O
southern	O
city	O
of	O
Warri	O
.	O
Abduction	O
for	O
ransom	O
or	O
to	O
press	O
political	GOVERNMENT
demands	O
is	O
frequent	O
in	O
the	O
oil	COMPOUND
-	O
rich	O
Niger	O
Delta	LOCATION
.	O
""""	O
In	O
all	O
,	O
more	O
than	O
100	QUANTITY
foreign	O
oil	COMPOUND
workers	O
have	O
been	O
kidnapped	ATTACKS
in	O
the	O
region	LOCATION
this	O
year	O
.	O
""""	O
""""	O
Most	O
have	O
been	O
released	O
unharmed	O
,	O
often	O
after	O
a	O
payment	O
of	O
ransom	O
.	O
""""	O
""""	O
Some	LOCATION
kidnappings	ATTACKS
have	O
been	O
carried	O
out	O
by	O
criminal	O
gangs	O
,	O
while	O
others	QUANTITY
are	O
the	O
work	O
of	O
militants	ARMY
who	O
want	O
impoverished	O
local	O
villages	O
to	O
get	O
more	O
of	O
the	O
region	LOCATION
's	O
oil	COMPOUND
wealth	O
.	O
""""	O
The	O
attacks	ATTACKS
on	O
the	O
oil	COMPOUND
industry	O
have	O
caused	O
Nigeria	COUNTRY
to	O
cut	O
oil	COMPOUND
production	O
by	O
almost	O
25	QUANTITY
percent	O
.	O
U.S.	COUNTRY
Treasury	O
officials	O
have	O
frozen	O
the	O
assets	O
of	O
an	O
Ohio	O
-	O
based	O
nonprofit	O
group	O
because	O
they	O
say	O
it	O
has	O
ties	O
to	O
the	O
Palestinian	COUNTRY
militant	ARMY
organization	O
Hamas	O
.	O
Officials	O
said	O
Sunday	DAY
that	O
the	O
group	O
named	O
KindHearts	O
has	O
coordinated	O
with	O
Hamas	O
leaders	O
and	O
has	O
ties	O
to	O
two	QUANTITY
other	O
U.S.-based	O
charities	O
accused	O
of	O
links	O
to	O
terrorism	O
.	O
Those	O
groups	O
were	O
shut	O
down	O
by	O
U.S.	COUNTRY
officials	O
in	O
late	O
2001	DATE
.	O
KindHearts	O
describes	O
itself	O
on	O
its	O
Web	LOCATION
site	O
as	O
a	O
nonprofit	O
charitable	O
organization	O
administering	GOVERNMENT
humanitarian	O
aid	O
to	O
the	O
world	O
's	O
poor	O
.	O
KindHearts	O
officials	O
have	O
not	O
commented	O
on	O
the	O
alleged	O
links	O
to	O
terrorism	O
.	O
""""	O
Hamas	O
dominated	O
recent	O
Palestinian	COUNTRY
elections	GOVERNMENT
,	O
but	O
U.S.	COUNTRY
officials	O
regard	O
it	O
as	O
a	O
terrorist	O
organization	O
.	O
""""	O
The	O
group	O
refuses	O
to	O
recognize	O
Israel	O
's	O
right	O
to	O
exist	O
and	O
has	O
organized	O
suicide	QUANTITY
attacks	ATTACKS
against	O
Israeli	COUNTRY
targets	O
in	O
the	O
past	PERSON
.	O
China	O
says	O
it	O
has	O
designated	O
three	QUANTITY
parks	O
in	O
outlying	O
parts	O
of	O
Beijing	O
to	O
be	O
used	O
for	O
public	PERSON
protests	O
during	O
the	O
Olympic	LOCATION
Games	O
next	O
month	O
.	O
""""	O
China	O
's	O
head	O
of	O
Olympic	LOCATION
security	COMPOUND
,	O
Liu	COUNTRY
Shaowu	O
,	O
made	O
the	O
announcement	GOVERNMENT
Wednesday	DAY
at	O
a	O
news	O
conference	O
.	O
""""	O
He	O
said	O
protesters	ORGANISATION
may	O
stage	O
demonstrations	O
if	O
they	O
apply	O
to	O
the	O
government	O
for	O
a	O
permit	O
and	O
are	O
approved	O
.	O
""""	O
He	O
did	O
not	O
answer	O
questions	O
about	O
whether	O
foreigners	O
could	O
protest	O
in	O
the	O
parks	O
,	O
or	O
whether	O
there	O
would	O
be	O
restrictions	O
on	O
what	O
people	O
could	O
protest	O
about	O
.	O
""""	O
""""	O
The	O
city	O
of	O
Athens	O
,	O
Greece	O
,	O
designated	O
such	O
protest	O
areas	O
when	O
it	O
hosted	O
the	O
Olympic	LOCATION
Games	O
in	O
2004	DATE
.	O
""""	O
The	O
International	O
Olympic	LOCATION
Committee	LOCATION
bars	COMPOUND
demonstrations	O
at	O
Olympic	LOCATION
venues	O
.	O
The	O
international	O
portion	O
of	O
the	O
Olympic	LOCATION
torch	O
relay	O
was	O
marred	O
in	O
some	O
cities	O
earlier	ATTACKS
this	O
year	O
by	O
protests	O
against	O
China	O
's	O
rule	O
in	O
Tibet	O
.	O
Childhood	ORGANISATION
obesity	O
affects	O
children	O
in	O
most	O
countries	O
in	O
the	O
world	O
according	O
to	O
the	O
International	O
Obesity	O
Task	DATE
Force	O
.	O
""""	O
Now	COUNTRY
,	O
a	O
new	O
study	O
shows	O
that	O
one	O
of	O
the	O
most	O
effective	O
ways	O
of	O
preventing	O
obesity	O
--	O
exercise	O
--	O
is	O
something	O
children	O
are	O
not	O
getting	O
enough	O
of	O
.	O
""""	O
VOA	ORGANISATION
's	O
Carol	O
Pearson	O
reports	O
.	O
The	O
last	O
Australian	ORGANISATION
aid	O
agency	O
operating	O
in	O
Iraq	COUNTRY
says	O
it	O
is	O
pulling	O
out	O
.	O
World	O
Vision	LOCATION
Australia	COUNTRY
chief	PERSON
Tim	QUANTITY
Costello	ORGANISATION
says	O
the	O
situation	O
in	O
Iraq	COUNTRY
is	O
too	O
dangerous	O
for	O
its	O
staff	O
to	O
remain	O
.	O
He	O
says	O
the	O
work	O
the	O
organization	O
has	O
been	O
doing	O
in	O
Iraq	COUNTRY
will	O
be	O
handed	ATTACKS
over	O
to	O
local	O
officials	O
and	O
any	O
unspent	O
funds	O
will	O
be	O
returned	O
to	O
donors	O
.	O
Mr.	LOCATION
Costello	ORGANISATION
says	O
the	O
agency	O
made	O
the	O
decision	O
to	O
leave	O
Iraq	COUNTRY
before	O
the	O
apparent	O
murder	O
of	O
international	O
aid	O
worker	O
Margaret	O
Hassan	O
.	O
""""	O
World	O
Vision	LOCATION
Australia	COUNTRY
's	O
Iraqi	COUNTRY
head	O
of	O
operations	O
,	O
Mohammed	LOCATION
Hushiar	ORGANISATION
,	O
was	O
killed	ATTACKS
in	O
late	O
September	O
in	O
the	O
northern	O
city	O
of	O
Mosul	LOCATION
.	O
""""	O
A	O
published	O
report	O
says	O
the	O
Bush	O
administration	O
is	O
pressing	O
Iraqi	COUNTRY
leaders	O
to	O
end	O
their	O
political	GOVERNMENT
stalemate	O
and	O
form	O
a	O
new	O
government	O
.	O
The	O
New	O
York	O
Times	LOCATION
newspaper	O
says	O
Secretary	LOCATION
of	O
State	O
Condoleezza	LOCATION
Rice	O
telephoned	O
Iraq	COUNTRY
's	O
President	O
Jalal	LOCATION
Talabani	COUNTRY
on	O
Friday	DAY
to	O
urge	O
that	O
the	O
government	O
be	O
formed	O
as	O
soon	O
as	O
possible	O
.	O
""""	O
It	O
says	O
Ms.	ARMY
Rice	O
and	O
Vice	COUNTRY
President	O
Dick	O
Cheney	PERSON
conveyed	PERSON
the	O
same	O
message	O
in	O
a	O
White	ORGANISATION
House	O
meeting	O
with	O
Adil	O
Abdul	O
Mahdi	O
,	O
a	O
leading	O
Shi'ite	O
politician	GOVERNMENT
named	O
as	O
one	O
of	O
the	O
new	O
Iraqi	COUNTRY
vice	O
presidents	GOVERNMENT
.	O
""""	O
U.S.	COUNTRY
officials	O
have	O
said	O
repeatedly	O
that	O
Iraqis	O
must	O
form	O
their	O
own	O
government	O
without	O
American	COUNTRY
intervention	O
.	O
""""	O
But	O
efforts	O
to	O
name	O
a	O
new	O
cabinet	O
in	O
Baghdad	LOCATION
have	O
failed	O
,	O
although	O
nearly	O
three	QUANTITY
months	O
have	O
passed	O
since	O
the	O
Iraqi	COUNTRY
elections	GOVERNMENT
.	O
""""	O
Many	LOCATION
Iraqis	O
blame	O
the	O
political	GOVERNMENT
turmoil	O
for	O
a	O
recent	O
upsurge	O
in	O
violence	O
.	O
Israeli	COUNTRY
Prime	O
Minister	LOCATION
Ehud	LOCATION
Olmert	COUNTRY
is	O
scheduled	O
to	O
meet	O
with	O
Palestinian	COUNTRY
President	O
Mahmoud	LOCATION
Abbas	O
Wednesday	DAY
in	O
Jerusalem	O
.	O
""""	O
Palestinian	COUNTRY
negotiator	O
Saeb	O
Erekat	O
said	O
the	O
talks	O
will	O
focus	O
on	O
permanent	O
-	O
status	O
issues	O
,	O
Israeli	COUNTRY
checkpoints	ARMY
and	O
the	O
fate	O
of	O
Palestinian	COUNTRY
prisoners	O
.	O
""""	O
""""	O
The	O
meeting	O
,	O
at	O
Mr.	LOCATION
Olmert	COUNTRY
's	O
official	O
residence	O
,	O
will	O
be	O
the	O
first	O
between	O
the	O
two	QUANTITY
since	O
Mr.	LOCATION
Olmert	COUNTRY
announced	O
that	O
he	O
will	O
step	O
down	O
after	O
his	O
Kadima	O
Party	O
chooses	O
a	O
new	O
leader	O
in	O
September	O
.	O
""""	O
The	O
two	QUANTITY
leaders	O
re	O
-	O
started	O
peace	O
talks	O
in	O
November	COUNTRY
with	O
the	O
goal	O
of	O
reaching	O
a	O
deal	O
by	O
this	O
year	O
's	O
end	O
.	O
Authorities	O
in	O
Afghanistan	COUNTRY
say	O
nine	QUANTITY
Afghan	O
soldiers	ARMY
and	O
10	QUANTITY
Taleban	ORGANISATION
rebels	O
have	O
been	O
killed	ATTACKS
in	O
two	QUANTITY
separate	O
ambushes	O
in	O
the	O
country	O
's	O
restive	O
south	COMPOUND
.	O
A	O
provincial	GOVERNMENT
government	O
official	O
says	O
suspected	O
Taleban	ORGANISATION
rebels	O
attacked	O
the	O
soldiers	ARMY
late	O
Thursday	DAY
when	O
they	O
were	O
on	O
patrol	O
in	O
the	O
remote	O
Chakul	ORGANISATION
area	O
of	O
southern	O
Helmand	O
province	O
.	O
""""	O
Later	O
,	O
a	O
person	O
claiming	O
to	O
be	O
a	O
Taleban	ORGANISATION
spokesman	O
claimed	O
responsibility	O
for	O
the	O
attack	O
.	O
""""	O
The	O
U.S.	COUNTRY
military	ARMY
said	O
10	QUANTITY
Taleban	ORGANISATION
rebels	O
also	O
were	O
killed	ATTACKS
Thursday	DAY
during	O
a	O
U.S.	COUNTRY
helicopter	O
raid	ATTACKS
in	O
southeastern	O
Khost	O
province	O
after	O
five	QUANTITY
Afghan	O
soldiers	ARMY
were	O
wounded	ATTACKS
in	O
an	O
ambush	ATTACKS
.	O
""""	O
Taleban	ORGANISATION
activity	O
has	O
eased	O
during	O
the	O
harshest	O
Afghan	O
winter	O
in	O
decades	O
,	O
but	O
officials	O
believe	O
upcoming	O
warmer	O
weather	O
will	O
result	O
in	O
a	O
renewed	O
surge	O
of	O
violence	O
.	O
""""	O
Britain	COUNTRY
's	O
defense	O
ministry	O
has	O
defended	O
its	O
decision	O
to	O
allow	O
the	O
sailors	O
and	O
marines	O
freed	O
by	O
Iran	COUNTRY
last	O
week	O
to	O
sell	O
their	O
stories	O
-	O
a	O
reversal	O
of	O
usual	O
policy	O
.	O
""""	O
On	O
Sunday	DAY
,	O
the	O
ministry	O
said	O
that	O
huge	O
public	PERSON
interest	O
made	O
the	O
circumstances	O
exceptional	O
.	O
""""	O
Members	O
of	O
the	O
opposition	O
Conservative	COUNTRY
Party	O
immediately	O
challenged	O
the	O
decision	O
.	O
Many	LOCATION
families	O
of	O
British	O
troops	ARMY
killed	ATTACKS
in	O
Iraq	COUNTRY
and	O
Afghanistan	COUNTRY
have	O
also	O
said	O
they	O
find	O
the	O
decision	O
distasteful	O
.	O
""""	O
The	O
two	QUANTITY
officers	O
among	O
the	O
15	QUANTITY
service	O
members	PERSON
detained	O
in	O
Iran	COUNTRY
for	O
13	O
days	O
have	O
said	O
they	O
have	O
chosen	GOVERNMENT
not	O
to	O
profit	O
from	O
stories	O
of	O
their	O
captivity	O
,	O
but	O
others	QUANTITY
in	O
the	O
group	O
have	O
reportedly	O
made	O
lucrative	QUANTITY
deals	O
with	O
British	O
media	O
.	O
""""	O
Several	O
of	O
the	O
the	O
former	O
captives	O
have	O
said	O
they	O
were	O
mistreated	O
during	O
their	O
detention	O
.	O
""""	O
However	O
,	O
a	O
video	ATTACKS
released	O
Monday	DAY
,	O
by	O
Iran	COUNTRY
shows	O
the	O
sailors	O
and	O
marines	O
relaxing	O
and	O
socializing	O
during	O
their	O
captivity	O
.	O
""""	O
The	O
weather	O
in	O
the	O
western	O
U.S.	COUNTRY
state	O
of	O
California	O
has	O
helped	O
firefighters	O
gain	O
greater	O
control	O
of	O
a	O
massive	O
wildfire	O
that	O
is	O
burning	O
near	O
the	O
populous	O
city	O
of	O
Santa	O
Barbara	O
.	O
""""	O
Fire	LOCATION
officials	O
said	O
the	O
winds	O
were	O
calmer	O
overnight	O
and	O
a	O
dense	O
fog	O
rolled	O
in	O
Saturday	DAY
morning	O
helping	O
firefighters	O
gain	O
control	O
of	O
30	QUANTITY
percent	O
of	O
the	O
blaze	O
,	O
compared	O
to	O
10	QUANTITY
percent	O
on	O
Friday	DAY
.	O
""""	O
Authorities	O
said	O
the	O
fire	O
has	O
burned	O
35	QUANTITY
square	O
kilometers	GOVERNMENT
and	O
has	O
damaged	O
80	O
homes	O
in	O
the	O
area	O
known	O
for	O
its	O
large	O
mansions	O
and	O
scenic	O
ocean	O
views	O
.	O
""""	O
Before	O
now	O
,	O
strong	O
overnight	O
winds	O
and	O
dry	O
conditions	O
had	O
been	O
making	O
it	O
difficult	O
to	O
keep	O
the	O
blaze	O
from	O
spreading	O
.	O
""""	O
""""	O
The	O
fire	O
,	O
which	O
began	O
on	O
May	LOCATION
5	O
,	O
has	O
forced	O
the	O
evacuation	O
of	O
more	O
than	O
30,000	QUANTITY
.	O
""""	O
""""	O
More	LOCATION
than	O
4,200	O
personnel	O
are	O
battling	O
the	O
wildfire	O
.	O
""""	O
A	O
top	O
aide	O
to	O
Iraqi	COUNTRY
Prime	O
Minister	LOCATION
Nouri	O
al	ORGANISATION
-	O
Maliki	O
says	O
the	O
government	O
has	O
launched	O
an	O
inquiry	O
into	O
the	O
conduct	O
of	O
the	O
execution	O
of	O
Saddam	O
Hussein	O
and	O
how	O
it	O
was	O
secretly	O
filmed	O
and	O
distributed	O
.	O
""""	O
The	O
official	O
execution	O
tape	O
,	O
which	O
had	O
no	O
sound	O
,	O
showed	O
the	O
former	O
dictator	O
being	O
led	O
to	O
the	O
gallows	O
but	O
not	O
his	O
actual	O
hanging	O
.	O
""""	O
""""	O
However	O
,	O
video	ATTACKS
captured	O
on	O
a	O
mobile	O
phone	O
camera	O
showed	O
footage	O
and	O
sound	O
of	O
Saddam	O
being	O
taunted	O
and	O
then	O
dropping	O
to	O
his	O
death	O
.	O
""""	O
""""	O
In	O
the	O
mobile	O
phone	O
footage	O
,	O
one	O
person	O
can	O
be	O
heard	ARMY
shouting	O
""""	O
""""	O
Moqtada	LOCATION
,	O
""""	O
""""	O
the	O
name	O
of	O
a	O
radical	O
Shi'ite	O
cleric	O
and	O
opponent	O
of	O
Saddam	O
.	O
""""	O
""""	O
The	O
unauthorized	O
video	ATTACKS
has	O
caused	O
anger	O
among	O
many	O
Saddam	O
supporters	O
,	O
who	O
say	O
it	O
shows	O
that	O
the	O
execution	O
was	O
a	O
sectarian	O
act	O
against	O
the	O
deposed	O
Sunni	LOCATION
Arab	O
leader	O
.	O
""""	O
""""	O
Tuesday	DAY
,	O
Sunni	LOCATION
Arab	O
mourners	PERSON
in	O
Saddam	O
's	O
hometown	O
Tikrit	COUNTRY
and	O
other	O
cities	O
marched	O
to	O
pay	O
their	O
respects	O
to	O
the	O
former	O
dictator	O
.	O
""""	O
Local	O
officials	O
in	O
Afghanistan	COUNTRY
's	O
northeastern	PERSON
Nuristan	COUNTRY
Province	O
say	O
three	QUANTITY
Afghans	COUNTRY
who	O
had	O
been	O
kidnapped	ATTACKS
earlier	ATTACKS
in	O
the	O
week	O
have	O
been	O
found	ATTACKS
unharmed	O
.	O
The	O
three	QUANTITY
had	O
been	O
reported	O
abducted	O
from	O
a	O
house	O
in	O
the	O
Kamdesh	PERSON
district	O
of	O
Nuristan	COUNTRY
Province	O
.	O
At	O
least	O
two	QUANTITY
of	O
the	O
three	QUANTITY
Afghans	COUNTRY
were	O
election	ORGANISATION
workers	O
.	O
No	O
further	O
details	O
were	O
immediately	O
available	O
.	O
""""	O
More	LOCATION
than	O
three	QUANTITY
years	O
after	O
a	O
U.S.-led	COUNTRY
coalition	O
ousted	O
the	O
Taleban	ORGANISATION
regime	O
,	O
loyalists	O
are	O
waging	O
an	O
escalating	O
guerrilla	O
campaign	O
ahead	O
of	O
Afghanistan	COUNTRY
's	O
September	O
parliamentary	O
vote	O
.	O
""""	O
""""	O
In	O
recent	O
days	O
in	O
Kandahar	O
Province	O
,	O
a	O
judge	O
and	O
a	O
district	O
administrator	O
were	O
killed	ATTACKS
in	O
attacks	ATTACKS
believed	O
to	O
have	O
been	O
carried	O
out	O
by	O
insurgents	O
.	O
""""	O
More	LOCATION
than	O
700	QUANTITY
people	O
have	O
been	O
killed	ATTACKS
in	O
the	O
violence	O
this	O
year	O
.	O
""""	O
World	O
famous	O
Russian	LOCATION
cellist	O
and	O
conductor	O
,	O
Mstislav	O
Rostropovich	O
,	O
who	O
appeared	O
frail	O
at	O
his	O
80th	O
birthday	DAY
celebration	O
last	O
month	O
,	O
has	O
been	O
hospitalized	O
in	O
Moscow	O
for	O
the	O
second	ARMY
time	O
this	O
year	O
.	O
""""	O
A	O
spokesman	O
for	O
the	O
cellist	O
said	O
Thursday	DAY
he	O
is	O
undergoing	O
routine	O
treatment	O
.	O
""""	O
Following	O
his	O
earlier	ATTACKS
hospitalization	O
in	O
February	LOCATION
,	O
Russian	LOCATION
news	O
media	O
reported	O
that	O
he	O
was	O
being	O
treated	O
for	O
cancer	O
.	O
""""	O
""""	O
At	O
the	O
time	O
,	O
Russian	LOCATION
President	O
Vladimir	O
Putin	O
visited	O
the	O
hospital	O
to	O
confer	O
a	O
medal	O
honoring	O
Rostropovich	O
for	O
his	O
extraordinary	PERSON
achievements	ATTACKS
in	O
music	O
.	O
""""	O
""""	O
Rostropovich	O
and	O
his	O
wife	O
,	O
soprano	O
Galina	COUNTRY
Vishnevskaya	O
,	O
left	O
the	O
Soviet	O
Union	COUNTRY
in	O
1974	DATE
in	O
response	O
to	O
political	GOVERNMENT
persecution	O
.	O
""""	O
They	O
returned	O
to	O
Russia	O
after	O
the	O
fall	O
of	O
the	O
Soviet	O
Union	COUNTRY
and	O
are	O
running	O
a	O
charitable	O
organization	O
aiding	O
orphaned	O
children	O
.	O
The	O
U.S.	COUNTRY
Internet	O
giant	O
Google	O
is	O
planning	O
to	O
install	O
solar	O
panels	O
at	O
its	O
headquarters	O
in	O
the	O
western	O
state	O
of	O
California	O
to	O
run	O
some	O
of	O
its	O
operations	O
with	O
energy	COMPOUND
from	O
the	O
sun	O
.	O
""""	O
The	O
leading	O
Internet	O
search	O
engine	O
says	O
it	O
will	O
install	O
enough	O
solar	O
grids	O
at	O
its	O
complex	O
in	O
Mountain	COUNTRY
View	ORGANISATION
,	O
California	O
to	O
generate	O
1.6	QUANTITY
megawatts	O
of	O
electricity	O
.	O
""""	O
""""	O
That	O
's	O
enough	O
energy	COMPOUND
to	O
light	O
up	O
about	O
1,000	QUANTITY
California	O
homes	O
.	O
""""	O
""""	O
The	O
company	ORGANISATION
hopes	O
the	O
sun	O
will	O
produce	O
30	QUANTITY
percent	O
of	O
the	O
power	O
needed	O
to	O
run	O
its	O
93,000	O
square	O
meter	O
complex	O
.	O
""""	O
Google	O
says	O
it	O
wants	O
to	O
set	O
an	O
example	O
that	O
renewable	O
energy	COMPOUND
can	O
be	O
profitable	O
.	O
The	O
Israeli	COUNTRY
parliament	GOVERNMENT
has	O
rejected	O
a	O
bill	TREATY
calling	O
for	O
a	O
national	O
referendum	ORGANISATION
on	O
Prime	O
Minister	LOCATION
Ariel	O
Sharon	O
's	O
plan	O
to	O
evacuate	O
settlers	PERSON
and	O
troops	ARMY
from	O
the	O
Gaza	O
Strip	O
and	O
four	QUANTITY
small	O
West	O
Bank	O
enclaves	O
later	O
this	O
year	O
.	O
Monday	DAY
's	O
vote	O
of	O
72	O
-	O
39	QUANTITY
all	O
but	O
ends	O
attempts	ATTACKS
by	O
withdrawal	O
opponents	O
to	O
derail	O
the	O
Gaza	O
pullout	O
.	O
""""	O
Under	O
the	O
withdrawal	O
plan	O
,	O
all	O
21	QUANTITY
Jewish	O
settlements	O
in	O
Gaza	O
are	O
to	O
be	O
evacuated	O
,	O
along	O
with	O
four	QUANTITY
of	O
120	QUANTITY
settlements	O
in	O
the	O
occupied	O
West	O
Bank	O
.	O
""""	O
A	O
referendum	ORGANISATION
would	O
have	O
delayed	O
the	O
withdrawal	O
for	O
months	O
from	O
its	O
July	ORGANISATION
starting	O
date	O
.	O
""""	O
Meanwhile	ORGANISATION
,	O
Israeli	COUNTRY
troops	ARMY
raided	O
the	O
West	O
Bank	O
Palestinian	COUNTRY
town	O
of	O
Jenin	O
today	O
,	O
arresting	O
eight	O
accused	O
members	PERSON
of	O
Islamic	O
Jihad	O
.	O
""""	O
The	O
Israeli	COUNTRY
army	O
alleges	O
the	O
suspects	O
were	O
making	O
crude	O
rockets	O
and	O
mortars	COMPOUND
for	O
future	O
attacks	ATTACKS
.	O
Popular	COUNTRY
American	COUNTRY
tennis	O
star	O
Andre	COUNTRY
Agassi	O
has	O
been	O
knocked	O
out	O
of	O
the	O
quarterfinals	O
at	O
the	O
Delray	O
Beach	O
International	O
in	O
Florida	O
.	O
""""	O
The	O
top	O
seed	O
and	O
former	O
world	O
number	O
one	O
lost	O
in	O
straight	O
sets	O
Friday	DAY
to	O
Spain	O
's	O
Guillermo	COUNTRY
Garcia	O
-	O
Lopez	COUNTRY
,	O
06	O
-	O
Apr	O
,	O
06	O
-	O
Feb	O
.	O
""""	O
The	O
Spaniard	LOCATION
next	O
takes	O
on	O
defending	O
champion	O
Xavier	ORGANISATION
Malisse	ORGANISATION
of	O
Belgium	LOCATION
in	O
the	O
semifinals	O
.	O
""""	O
The	O
third	O
-	O
